sentence1,sentence2,score,BoW score,TF-IDF score,BoW Pearson Correlation,BoW Spearman Rank Correlation,TF-IDF Pearson Correlation,TF-IDF Spearman Rank Correlation,BoW/True,TF-IDF/True
Iran expands nuclear enrichment activities: IAEA report,Iran steps up sensitive nuclear work - IAEA,0.6,0.4285714285714285,0.3309263829144505,0.0,0.0,0.0,0.0,0.7142857142857142,0.5515439715240842
"Donna Summer, Queen of Disco, dies at 63","Donna Summer, the queen of disco",0.6,0.7216878364870323,0.8399360360269895,0.0,0.0,0.0,0.0,1.2028130608117205,1.399893393378316
"Iraqi Attacks Kill General, Four Police",Attacks in Iraq kill general and 4 others,0.8,0.4629100498862757,0.5139137702542675,0.0,0.0,0.0,0.0,0.5786375623578446,0.6423922128178344
At least 80 dead in northwest Iran quakes,"180 dead, 1,300 injured in northwest Iran earthquakes",0.52,0.4999999999999999,0.3402399787071646,0.0,0.0,0.0,0.0,0.9615384615384613,0.6543076513599319
Brazil's 'pop-star priest' gets mammoth new stage,Brazil's 'Pop-Star Priest' Gets Mammoth New Stage,1.0,0.9999999999999998,0.9999999999999999,0.0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999999
Washington: More Than 100 Are Charged in Medicare Fraud Sweep,Washington: Court Upholds Voting Rights Act in Alabama Case,0.12,0.21081851067789195,0.11798650819868689,0.0,0.0,0.0,0.0,1.7568209223157663,0.9832209016557241
Putin claims victory in Russia's presidential election,Putin claims victory in presidential vote,0.84,0.7715167498104596,0.7878677676797452,0.0,0.0,0.0,0.0,0.9184723212029281,0.9379378186663634
Clinton ready to fight for Obama,Clinton a tough act for Obama to follow,0.2,0.6172133998483676,0.4054923598103947,0.0,0.0,0.0,0.0,3.086066999241838,2.0274617990519737
Romney announces Paul Ryan as running mate,Romney chooses Ryan as GOP running mate,0.88,0.7142857142857141,0.6140901694034472,0.0,0.0,0.0,0.0,0.8116883116883115,0.6978297379584627
European markets rise on Greek bailout hopes,European Ministers Are Poised to Approve Greek Rescue,0.44,0.26726124191242434,0.2660680577397323,0.0,0.0,0.0,0.0,0.607411913437328,0.6047001312266643
"Edwards Acquitted on 1 Count, Mistrial on Others",Edwards found not guilty on one count; mistrial on others,0.92,0.769800358919501,0.7576686920990325,0.0,0.0,0.0,0.0,0.836739520564675,0.8235529261946005
Ukrainian weightlifter gets four-year doping ban,Ukraine's Korobka gets four-year doping ban,0.84,0.7142857142857141,0.6251808930939209,0.0,0.0,0.0,0.0,0.8503401360544216,0.7442629679689534
Gunman may have filmed school massacre,Killer may have filmed France school shooting,0.6,0.6172133998483676,0.5953422289251038,0.0,0.0,0.0,0.0,1.0286889997472795,0.9922370482085063
Hong Kong stocks close down 0.28%,Hong Kong stocks open 0.62 pct higher,0.32,0.4629100498862757,0.471298716634842,0.0,0.0,0.0,0.0,1.4465939058946116,1.4728084894838813
Suicide bomber attacks Algerian security base,Suicide bomber targets Nigerian church,0.16,0.36514837167011077,0.3152613939379562,0.0,0.0,0.0,0.0,2.282177322938192,1.9703837121122263
Thailand: Iranians planned to attack Israelis,Malaysia to extradite Iranian for attack on Israelis,0.2,0.4330127018922194,0.3254534693319475,0.0,0.0,0.0,0.0,2.165063509461097,1.6272673466597376
Israeli military court rejects appeal of Palestinian hunger striker,Israel reaches deal with Palestinian hunger strikers,0.24,0.2519763153394848,0.26310570560748053,0.0,0.0,0.0,0.0,1.04990131391452,1.0962737733645023
Avengers sets box office record,'Hunger Games' sets box office records,0.32,0.5477225575051662,0.4856548301872066,0.0,0.0,0.0,0.0,1.7116329922036444,1.5176713443350207
Putin 'Wins Russian Presidential Election',Putin 'wins' Russia's presidential election,0.84,0.7999999999999999,0.8308234988367025,0.0,0.0,0.0,0.0,0.9523809523809523,0.9890755938532173
Putin casts ballot as Russians vote,Putin to win Russia's presidential election,0.28,0.1666666666666667,0.15102240205418344,0.0,0.0,0.0,0.0,0.5952380952380953,0.5393657216220836
"UN Chief Finds His Voice, Remains Cautious on China","Insight: U.N. chief finds his voice, but remains cautious on China",0.96,0.8432740427115679,0.8285837837067692,0.0,0.0,0.0,0.0,0.8784104611578832,0.8631081080278846
Libyans begin handing in weapons,Libyans transfer weapons to army,0.64,0.39999999999999997,0.46747402800253435,0.0,0.0,0.0,0.0,0.6249999999999999,0.7304281687539599
British Archbishop of Canterbury changes career to Cambridge,Archbishop of Canterbury to step down amid rifts,0.48,0.4999999999999999,0.4193047463799709,0.0,0.0,0.0,0.0,1.0416666666666665,0.8735515549582727
"Punjab Mail derails near Rohtak, 19 injured","Punjab Mail derails near Rohtak in Haryana, 19 injured",0.84,0.8819171036881968,0.9037858868528779,0.0,0.0,0.0,0.0,1.04990131391452,1.0759355795867593
George Zimmerman 'to be charged' with killing Trayvon Martin,"George Zimmerman to be charged in Trayvon Martin case, official says",0.8,0.7035264706814485,0.753076929627951,0.0,0.0,0.0,0.0,0.8794080883518105,0.9413461620349387
Indian Maoist rebels offer talks to free Italian hostages,India: Maoist rebels in talks on freeing Italians,0.76,0.35355339059327373,0.37611979501421466,0.0,0.0,0.0,0.0,0.46520182972799173,0.4948944671239667
Two reported dead in shooting at Empire State Building in NY,City Room: Empire State Building Shooting,0.56,0.45291081365783836,0.5690017501194471,0.0,0.0,0.0,0.0,0.8087693101032827,1.0160745537847269
Five dead in Pakistan suicide blast,At least 63 dead in Pakistan factory blaze,0.2,0.4330127018922194,0.26174045075169783,0.0,0.0,0.0,0.0,2.165063509461097,1.3087022537584891
Penn State football players react to sanctions,Penn State football slammed with NCAA sanctions,0.48,0.5714285714285713,0.5507695098918954,0.0,0.0,0.0,0.0,1.1904761904761902,1.1474364789414488
Israel must release or try Palestinian on prolonged hunger strike,Israeli minister wants Palestinian leader's ouster,0.1,0.12909944487358058,0.10098730268996015,0.0,0.0,0.0,0.0,1.2909944487358056,1.0098730268996015
UN report says both sides in Syria abuse rights,NATO leader plays down risk of Turkey-Syria clash,0.2,0.1111111111111111,0.06767379312861402,0.0,0.0,0.0,0.0,0.5555555555555555,0.33836896564307006
Girl accused of burning Koran goes into hiding,Girl accused of burning Koran bailed,0.64,0.7216878364870323,0.6422385246782647,0.0,0.0,0.0,0.0,1.127637244510988,1.0034976948097887
France warns Syria over chemical weapons use,U.N. concerned at possible Syria chemical weapons,0.44,0.4629100498862757,0.38663302448785797,0.0,0.0,0.0,0.0,1.0520682951960811,0.8787114192905863
Life-threatening Midwest storms feared,'Life-Threatening' Storms Feared for Midwest,0.88,0.9128709291752769,0.9809095727787872,0.0,0.0,0.0,0.0,1.0373533286082692,1.1146699690668036
Chicago teacher strike nears end with 'framework' agreement in place,"General strike ends: Histadrut, Treasury reach agreement",0.16,0.23904572186687872,0.18961850057948162,0.0,0.0,0.0,0.0,1.494035761667992,1.1851156286217601
Indonesian president to visit UK,Indonesian president to visit Australia,0.28,0.7999999999999999,0.7599594524742619,0.0,0.0,0.0,0.0,2.8571428571428568,2.714140901693792
Storm delays start of Republican convention,"Storm lashes Florida, delaying Republican convention",0.88,0.5000000000000001,0.49779045475257644,0.0,0.0,0.0,0.0,0.5681818181818183,0.565670971309746
At least two Nato killed in Afghanistan helicopter crash: military,At least 18 killed in Afghan bomb attacks: officials,0.16,0.4216370213557839,0.2754044876263455,0.0,0.0,0.0,0.0,2.6352313834736494,1.7212780476646594
President Mills must quit - Lecturer,President John Evans Atta-Mills Must Resign Now -NPP Germany,0.52,0.4242640687119285,0.3310350926851896,0.0,0.0,0.0,0.0,0.8158924398306318,0.6366059474715184
Miami Heat wins NBA Finals,Miami Heat clinches NBA Championship,1.0,0.6,0.5960117989090226,0.0,0.0,0.0,0.0,0.6,0.5960117989090226
Japan closes last nuclear reactor,Japan switches off last nuclear power plant this weekend,0.84,0.44721359549995787,0.33563401556438177,0.0,0.0,0.0,0.0,0.5323971374999499,0.39956430424331163
Ryanair in new bid for Aer Lingus,Ryanair chief hails report findings,0.24,0.1690308509457033,0.23235182169921356,0.0,0.0,0.0,0.0,0.7042952122737638,0.9681325904133898
Russian Air Force celebrates 100th anniversary,Russian air force's 100th anniversary,0.88,0.9128709291752769,0.8772564692450578,0.0,0.0,0.0,0.0,1.0373533286082692,0.9968823514148385
6 NATO troops killed in Afghanistan,NATO Soldier Killed in Afghanistan,0.44,0.7999999999999999,0.6936471727867295,0.0,0.0,0.0,0.0,1.8181818181818181,1.576470847242567
Not so Super Tuesday for Mitt Romney,Romney leads Santorum in GOP Super Tuesday contests,0.32,0.40089186286863654,0.4052385361005356,0.0,0.0,0.0,0.0,1.252787071464489,1.2663704253141739
Putin sworn in as Russian growth falters,Putin sworn in as Russia's president for 6 years,0.48,0.5345224838248487,0.45773460731027116,0.0,0.0,0.0,0.0,1.113588507968435,0.9536137652297316
"ArQule, Daiichi stop lung cancer trial, shares tank",ArQule stock plunges as lung cancer study shelved,0.68,0.3749999999999999,0.42549132203622775,0.0,0.0,0.0,0.0,0.5514705882352939,0.6257225324062172
Teenager and father killed in crash,Three killed in horror crash are named,0.32,0.4629100498862757,0.2784399228612152,0.0,0.0,0.0,0.0,1.4465939058946116,0.8701247589412975
6.1-magnitude quake strikes Indonesia,"6.1-magnitude quake hits Papua, Indonesia -- USGS",0.84,0.6123724356957946,0.5732441375622245,0.0,0.0,0.0,0.0,0.7290148043997555,0.6824334970978863
2 Americans Killed as Afghan Unrest Enters Fifth Day,Two American Officers Murdered As Afghan Unrest Continues,0.84,0.3749999999999999,0.3326129300583378,0.0,0.0,0.0,0.0,0.4464285714285713,0.3959677738789736
Officials: Romney to get Secret Service protection,Obama addresses Secret Service scandal,0.12,0.3380617018914066,0.38261177778587574,0.0,0.0,0.0,0.0,2.817180849095055,3.1884314815489647
Japan PM calls for quicker tsunami waste processing,Japan marks one year since quake and tsunami disaster,0.2,0.2357022603955158,0.2640986929827233,0.0,0.0,0.0,0.0,1.178511301977579,1.3204934649136164
Syrian fighter pilot defects to Jordan,Syrian PM defects to Jordan,0.28,0.7302967433402215,0.6490276264872121,0.0,0.0,0.0,0.0,2.6082026547865054,2.3179558088829
Syrian Arab Republic (the): Syrian Arab Republic: Syrian Refugees (as of 28 June 2012),Syrian Arab Republic (the): More than 70 killed in Syria ahead of Annan return,0.24,0.4909902530309829,0.4864050548826071,0.0,0.0,0.0,0.0,2.045792720962429,2.0266877286775298
Suicide bomber kills 16 in Afghanistan,Suicide bomber kills 12 in Nigeria church,0.24,0.6172133998483676,0.5225398328644723,0.0,0.0,0.0,0.0,2.5717224993681986,2.177249303601968
Airlines cancel 'flytilla' activists' tickets to TA,UK Airline Cancels 'Flytilla' Tickets on Israel Objections,0.64,0.26726124191242434,0.33569618047003563,0.0,0.0,0.0,0.0,0.41759569048816303,0.5245252819844307
Spain asks for bank rescue,Spaniard on trial for Cuban dissident’s death,0.04,0.1690308509457033,0.04595406644039141,0.0,0.0,0.0,0.0,4.225771273642582,1.1488516610097852
The murky waters of the South China Sea,Peace lies over the South China Sea,0.28,0.5976143046671968,0.4495471248753368,0.0,0.0,0.0,0.0,2.1343368023828453,1.6055254459833457
Sri Lanka seek one-day revival against Pakistan,Senior journalist killed in Pakistan,0.12,0.15811388300841894,0.1050267910311766,0.0,0.0,0.0,0.0,1.3176156917368245,0.8752232585931383
"SpaceX docks with International Space Station: Up next, public travel?",SpaceX Dragon Docks With International Space Station,0.76,0.7171371656006361,0.6909695003264871,0.0,0.0,0.0,0.0,0.9436015336850475,0.9091703951664304
'Million Muppet March' to defend Obama backing of PBS,Million Muppet March planned to defend U.S. backing for PBS,0.8,0.7777777777777777,0.8798108516983334,0.0,0.0,0.0,0.0,0.9722222222222221,1.0997635646229167
Syrian opposition in reconciliation talks,Syrian Opposition Council to Establish Envoy in France,0.28,0.47434164902525683,0.32561300789119485,0.0,0.0,0.0,0.0,1.6940773179473456,1.16290359961141
Sensex down 193 points on budget blues,Romney won't volunteer budget differences,0.2,0.1690308509457033,0.14899433763098982,0.0,0.0,0.0,0.0,0.8451542547285165,0.7449716881549491
Facebook boosts size of IPO by 25pc to raise $15bn,Facebook boosts size of IPO by 25 percent,0.72,0.6708203932499369,0.6759743422604616,0.0,0.0,0.0,0.0,0.9316949906249125,0.93885325313953
Iran's Parliament Questions A Dismissive Ahmadinejad,Iran's parliament questions President Ahmadinejad,0.8,0.7999999999999999,0.7895302777912805,0.0,0.0,0.0,0.0,0.9999999999999999,0.9869128472391006
Yemen suicide attack kills 7 soldiers: officials,Afghan suicide car bomb kills at least seven: officials,0.32,0.408248290463863,0.39363045202310354,0.0,0.0,0.0,0.0,1.2757759076995718,1.2300951625721985
Presidential vote polarises Egyptians,GOP presidential hopefuls clash in Southern races,0.16,0.1889822365046136,0.12578020124370298,0.0,0.0,0.0,0.0,1.181138978153835,0.7861262577731436
Three more US soldiers killed in Afghanistan,NATO Soldier Killed in Afghanistan,0.36,0.50709255283711,0.3801104919979991,0.0,0.0,0.0,0.0,1.4085904245475278,1.0558624777722199
Police raise death toll in bus accident to 8,Rodney King death ruled accidental,0.08,0.15811388300841894,0.10440022790288293,0.0,0.0,0.0,0.0,1.9764235376052368,1.3050028487860366
Four foreign soldiers killed in Afghan east,2 British soldiers killed in Afghan insider attack,0.16,0.5714285714285713,0.46039302319605085,0.0,0.0,0.0,0.0,3.5714285714285703,2.877456394975318
Red Cross worker killed in Pakistan,British Red Cross doctor kidnapped in Pakistan found beheaded,0.72,0.5443310539518174,0.3979774295966694,0.0,0.0,0.0,0.0,0.7560153527108575,0.5527464299953742
"Afghan, US govts sign deal on controversial night raid","Afghans, US sign deal on night raids",0.76,0.629940788348712,0.4521669708690075,0.0,0.0,0.0,0.0,0.8288694583535684,0.5949565406171151
China mine accident kills 10,China truck accident kills 20,0.32,0.6,0.5148497117460288,0.0,0.0,0.0,0.0,1.875,1.6089053492063399
Australia can eclipse England in Windies,Australian PM defiant under pressure over leadership,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Protests at Pussy Riot verdict,Pussy Riot verdict greeted with defiance,0.68,0.5477225575051662,0.6427340136925903,0.0,0.0,0.0,0.0,0.8054743492723031,0.9451970789596915
Secret Service sees its 'biggest scandal' over prostitutes,Secret Service sex scandal 'regret',0.44,0.47434164902525683,0.45384374016990947,0.0,0.0,0.0,0.0,1.0780492023301291,1.0314630458407033
Kuwait: Activists storm Syrian embassy; two injured,Activists storm Syria embassy in Kuwait,0.68,0.6172133998483676,0.8059171613912286,0.0,0.0,0.0,0.0,0.9076667644828935,1.1851722961635713
Details of Aung San Suu Kyi's visit to Ireland,Rapturous welcome for Aung San Suu Kyi's historic trip,0.68,0.4444444444444444,0.48863253044766486,0.0,0.0,0.0,0.0,0.65359477124183,0.7185772506583307
Key says marae visit a lost opportunity,Key wants Waitangi marae visit to stay,0.44,0.4629100498862757,0.4800387264763099,0.0,0.0,0.0,0.0,1.0520682951960811,1.090997105627977
Norway marks anniversary of massacre,Norway Marks Anniversary of Breivik's Massacre,0.76,0.9128709291752769,0.8821976969333868,0.0,0.0,0.0,0.0,1.2011459594411538,1.1607864433334036
Woman killed by falling debris,When an ally declines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aust shares up 1% after interest rate cut,RBA delivers another rate cut,0.2,0.3380617018914066,0.30227453860101927,0.0,0.0,0.0,0.0,1.690308509457033,1.5113726930050964
Germany warns Greece: No more money without reforms,Euro zone to Greece: No rescue without reforms,0.52,0.4999999999999999,0.5463495813198476,0.0,0.0,0.0,0.0,0.9615384615384613,1.0506722717689376
Obama to meet families of shooting victims,Obama to meet Batman gun victims,0.64,0.6172133998483676,0.5271260682220632,0.0,0.0,0.0,0.0,0.9643959372630745,0.8236344815969737
Obama widens lead over Romney despite jobs data: Reuters/Ipsos poll,"Romney takes lead over Obama with convention ""bounce"": Reuters/Ipsos poll",0.2,0.6363636363636365,0.6046079345611848,0.0,0.0,0.0,0.0,3.181818181818182,3.0230396728059237
"Two killed, 19 injured in Toronto shooting","Two dead, 7 injured in Finland shooting",0.28,0.6172133998483676,0.43597149091168547,0.0,0.0,0.0,0.0,2.204333570887027,1.557041038970305
What the Pope's butler saw – aide arrested over Vatican leaks,Pope’s butler arrested in scandal over Vatican leaks,0.68,0.6708203932499369,0.7488778861271678,0.0,0.0,0.0,0.0,0.9865005783087307,1.1012910090105408
Anti-Putin protesters form human chain in Moscow,Anti-Putin protesters form human chain,0.76,0.8660254037844388,0.9155481954890141,0.0,0.0,0.0,0.0,1.1395071102426826,1.2046686782750187
Washington's Acts of Congress sells for $9.8M,George Washington's copy of US Constitution sells for $9.8m,0.52,0.629940788348712,0.55893402686446,0.0,0.0,0.0,0.0,1.2114245929782923,1.0748731285855
Lakers Fire Coach Mike Brown After 1-4 Start,Lakers fire Mike Brown after 1-4 start,0.88,0.9258200997725514,0.9173960122204237,0.0,0.0,0.0,0.0,1.0520682951960811,1.0424954684322996
Canadian Muslims issue fatwa against 'honor killing',"US, Canadian imams issue fatwa against honour killings",0.68,0.5345224838248487,0.48801255106680486,0.0,0.0,0.0,0.0,0.7860624762130127,0.717665516274713
U.N. to take up Syria resolution,UN Assembly to Vote on Syria Resolution,0.72,0.50709255283711,0.4717632803093845,0.0,0.0,0.0,0.0,0.7042952122737639,0.6552267782074785
Soldier 'can't recall' massacre,US soldier ‘doesn’t recall massacre’,0.88,0.6708203932499369,0.7592180846046762,0.0,0.0,0.0,0.0,0.7622959014203828,0.8627478234144048
Libya PM names new cabinet after protests over original,"Libyan assembly rejects new cabinet, dismisses PM",0.24,0.3779644730092272,0.3119798074300131,0.0,0.0,0.0,0.0,1.57485197087178,1.2999158642917212
4 foreign soldiers killed in Afghan east,4 French Soldiers Reported Killed in Afghanistan,0.76,0.5000000000000001,0.35813754668695186,0.0,0.0,0.0,0.0,0.6578947368421054,0.47123361406177877
Syrian forces storm central town,"Syrian forces bombard Homs, Russia warns of civil war",0.5,0.2981423969999719,0.23070428130055431,0.0,0.0,0.0,0.0,0.5962847939999438,0.46140856260110863
Pak: 20 dead in anti-Islam film protests,"25 injured in anti-Islam film protest in Islamabad, Pakistan",0.44,0.5103103630798287,0.45998174227862665,0.0,0.0,0.0,0.0,1.1597962797268835,1.0454130506332424
Cause of Whitney Houston's death could take weeks,Investigators seek answers to Whitney Houston's death,0.36,0.40089186286863654,0.44674457724937283,0.0,0.0,0.0,0.0,1.113588507968435,1.2409571590260358
N Korea warns of retaliation for South Korea drill,North warns of retaliation for Seoul's naval drill plan,0.72,0.5270462766947299,0.5328108608572452,0.0,0.0,0.0,0.0,0.7320087176315694,0.7400150845239516
A Tale of Two Passes: How The New York Giants Won The Super Bowl,Lesser of two evils triumphs in Super Bowl,0.28,0.36514837167011066,0.28391753541976833,0.0,0.0,0.0,0.0,1.3041013273932522,1.0139911979277438
One dead in new Israeli strike on Gaza,Two killed in new Israeli strike on Gaza: medics,0.72,0.7071067811865475,0.6487045489318376,0.0,0.0,0.0,0.0,0.9820927516479826,0.9009785401831079
Germany Likely to Press Russia on Syrian Crisis,What is Russia thinking on Syria? A brief guide,0.2,0.24999999999999994,0.116282076848988,0.0,0.0,0.0,0.0,1.2499999999999996,0.58141038424494
Four seriously injured in M23 motorway crash,Four injured in motorway crash,0.72,0.8451542547285166,0.7394051576554236,0.0,0.0,0.0,0.0,1.1738253537896064,1.026951607854755
UN aid chief Amos enters Baba Amr with Red Crescent,"Syria's besieged Baba Amr is deserted, Red Cross says",0.4,0.31622776601683794,0.363818834039952,0.0,0.0,0.0,0.0,0.7905694150420948,0.90954708509988
Dozens killed in Nigerian riots,Dozens killed in Kenyan clashes,0.2,0.6,0.38430099998767697,0.0,0.0,0.0,0.0,2.9999999999999996,1.9215049999383849
Profiles of Egypt's main presidential candidates,Second day of Egyptian presidential election,0.24,0.3333333333333334,0.17855223400624867,0.0,0.0,0.0,0.0,1.3888888888888893,0.7439676416927028
Actor Gazzara dead at 81,Actor Ben Gazzara dies at 81,0.88,0.7302967433402215,0.7913528939507206,0.0,0.0,0.0,0.0,0.8298826628866154,0.899264652216728
British gold rush silences gripes over cost,2 British soldiers killed in Afghan insider attack,0.12,0.14285714285714282,0.12732850108554622,0.0,0.0,0.0,0.0,1.1904761904761902,1.0610708423795518
Avalanche buries at least 100 Pakistani soldiers,Avalanche buries over 100 Pakistani soldiers,0.92,0.7715167498104596,0.8862484479980058,0.0,0.0,0.0,0.0,0.838605162837456,0.963313530432615
Inflation falls to 15-month low: what the analysts say,Inflation falls to 15-month low,0.92,0.7745966692414834,0.8310969027223649,0.0,0.0,0.0,0.0,0.8419529013494385,0.9033661986112662
Komen won't cut Planned Parenthood funding,Susan G Komen in U-turn over Planned Parenthood funding cut,0.6,0.6804138174397717,0.7419981187604854,0.0,0.0,0.0,0.0,1.1340230290662863,1.2366635312674756
Forex &amp; Gold 25 August 2012,Forex & Gold 19 July 2012,0.44,0.5477225575051662,0.5885520832172666,0.0,0.0,0.0,0.0,1.244823994329923,1.3376183709483331
Iran says UN nuclear talks will continue,Iran says nuclear talks with UN 'constructive',0.56,0.7142857142857142,0.6256690283527004,0.0,0.0,0.0,0.0,1.2755102040816324,1.1172661220583935
Agribusiness: Mad cow disease found in California,USDA Confirms Case of Mad Cow Disease in California,0.84,0.629940788348712,0.6084320626999646,0.0,0.0,0.0,0.0,0.7499295099389429,0.7243238841666246
BP sells some Gulf of Mexico assets for $5.55 bil,BP sells Gulf of Mexico assets to Plains for $5.55 bn,0.72,0.7627700713964739,0.7362825096578509,0.0,0.0,0.0,0.0,1.0594028769395472,1.0226145967470153
300 potential Jimmy Savile victims: police,UK: 300 potential Savile abuse victims emerge,0.72,0.6172133998483676,0.6151381267185856,0.0,0.0,0.0,0.0,0.8572408331227329,0.8543585093313689
Armstrong steps down from Livestrong,Armstrong standing down from Livestrong,0.92,0.7999999999999999,0.8092993798117987,0.0,0.0,0.0,0.0,0.8695652173913042,0.8796732389258681
US drone strike kills 5 militants in Pakistan,U.S. drone strikes kill 16 suspected militants in Yemen,0.36,0.40089186286863654,0.34505397052675535,0.0,0.0,0.0,0.0,1.113588507968435,0.9584832514632093
Syrian govt wont stop attacks,Syrian opposition reports 'massacre',0.2,0.22360679774997896,0.15667952300771326,0.0,0.0,0.0,0.0,1.1180339887498947,0.7833976150385663
Chinese stocks close higher midday Friday,Chinese stocks higher at midday Friday,0.92,0.8333333333333335,0.905010619806421,0.0,0.0,0.0,0.0,0.9057971014492755,0.9837071954417619
Myanmar: Opposition claims Suu Kyi win,Voters in Myanmar hopeful as Suu Kyi's party claims win,0.64,0.6454972243679029,0.7009243973735114,0.0,0.0,0.0,0.0,1.0085894130748483,1.0951943708961116
Obama's poll rating drops in boost for Republican rivals,Obama's big Hispanic win worries Republicans,0.2,0.13608276348795434,0.07688072368991272,0.0,0.0,0.0,0.0,0.6804138174397717,0.3844036184495636
Two Aust soldiers wounded in Afghanistan,4 foreign soldiers killed in Afghan east,0.24,0.3333333333333334,0.22253259278380855,0.0,0.0,0.0,0.0,1.3888888888888893,0.9272191365992023
New Syria opposition chief wants no-strings aid,Syria opposition unites as Israel fires warning shots,0.2,0.24999999999999994,0.17260344590786902,0.0,0.0,0.0,0.0,1.2499999999999996,0.8630172295393451
South Africa mine clash kills at least 30,South Africa train crash kills 26,0.16,0.4330127018922194,0.40205164552149303,0.0,0.0,0.0,0.0,2.706329386826371,2.512822784509331
"Syrian forces bombard Homs, Russia warns of civil war","Syrian forces bombard Homs, Lavrov arrives for talks",0.52,0.4714045207910316,0.519071435001193,0.0,0.0,0.0,0.0,0.9065471553673685,0.9982142980792174
Egypt presidential election results delayed,Egyptian election result delayed,0.84,0.4472135954999579,0.461836536004496,0.0,0.0,0.0,0.0,0.5323971374999499,0.5498054000053524
Deadline passes with no new Iran sanctions,EU Moves Closer to New Iran Sanctions,0.32,0.4285714285714285,0.3540230185832155,0.0,0.0,0.0,0.0,1.339285714285714,1.1063219330725484
Arrested Russian killer denies ties to Pussy Riot,Dozens arrested in Russian TV tower protest,0.16,0.26726124191242434,0.20056459914952907,0.0,0.0,0.0,0.0,1.6703827619526521,1.2535287446845567
Norway memorial honours 77 massacre victims,Norway marks anniversary of massacre,0.56,0.36514837167011077,0.38579971952267444,0.0,0.0,0.0,0.0,0.6520506636966263,0.6889280705762043
US Afghanistan general linked to Petraeus scandal,Senior US general linked to Petraeus scandal,0.76,0.857142857142857,0.8589950130062325,0.0,0.0,0.0,0.0,1.1278195488721803,1.1302565960608322
Chinese stocks fall after RRR cut - May 14,Chinese stocks gain at midday Monday,0.4,0.2886751345948129,0.23120243176795743,0.0,0.0,0.0,0.0,0.7216878364870323,0.5780060794198936
"NKorea makes ""significant"" nuclear reactor progress - IAEA",N. Korea vows to expand nuclear deterrent,0.56,0.1543033499620919,0.07893025354157979,0.0,0.0,0.0,0.0,0.2755416963608784,0.1409468813242496
"Maldives president quits after police mutiny, protests",Maldives president quits after weeks of protest,0.68,0.5714285714285713,0.5821807593696503,0.0,0.0,0.0,0.0,0.8403361344537812,0.8561481755436033
NATO strike 'kills civilians' in Afghanistan,Two NATO soldiers killed in Afghanistan,0.16,0.5000000000000001,0.4315353328796841,0.0,0.0,0.0,0.0,3.1250000000000004,2.6970958304980255
Al-Qaida says it captures 70 Yemeni soldiers in Abyan's battle,"Al Qaeda clashes, blasts kill 35 soldiers in Yemen",0.28,0.30151134457776363,0.1848802929471458,0.0,0.0,0.0,0.0,1.07682623063487,0.6602867605255207
"Navy jet crashes into US apartments, pilots eject",U.S. Navy Jet Crashes Into Virginia Apartment Buildings,0.68,0.5345224838248487,0.4483911129104007,0.0,0.0,0.0,0.0,0.7860624762130127,0.6593986954564716
China stocks open higher Wednesday,US stocks open higher despite GDP miss,0.16,0.50709255283711,0.44880144405928657,0.0,0.0,0.0,0.0,3.169328455231937,2.805009025370541
IDF to deploy Iron Dome in Central Israel,Major snowstorm barrels down on Central Plains,0.0,0.13363062095621217,0.11989562304200992,0.0,0.0,0.0,0.0,0.0,0.0
4 Killed in US Drone Strike in Pakistan,U.S. Drone Strike Kills 3 in Pakistan,0.6,0.7453559924999298,0.7503881188836692,0.0,0.0,0.0,0.0,1.242259987499883,1.2506468648061153
US teen held in Chicago 'jihad' car bomb plot,Chicago teen arrested in Chicago car bomb plot,0.68,0.7378647873726218,0.7228369499517412,0.0,0.0,0.0,0.0,1.0850952755479732,1.0629955146349135
PC David Rathband: twin brother's fears for his 'bestest mate',David Miliband: my brother and a return to old Labour,0.04,0.21081851067789195,0.2296977831181169,0.0,0.0,0.0,0.0,5.270462766947299,5.742444577952922
Syrian forces move to retake Aleppo,Syrian Regime Bids To Retake City Of Aleppo,0.88,0.5773502691896258,0.5771879897167438,0.0,0.0,0.0,0.0,0.6560798513518475,0.6558954428599362
"20-member parliamentary, trade team leaves for India",Commerce secretary to take leave of absence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wall Street Opens Lower,Wall Street Ends Mixed,0.4,0.5,0.42359653141253517,0.0,0.0,0.0,0.0,1.25,1.058991328531338
Europe shares bounce as more China stimulus seen,Oil prices rise on hopes for stimulus,0.16,0.13363062095621217,0.20674237155531175,0.0,0.0,0.0,0.0,0.8351913809763261,1.2921398222206983
Stock index futures point to lower start,Stock index futures signal early losses,0.88,0.4629100498862757,0.41952383529680937,0.0,0.0,0.0,0.0,0.5260341475980406,0.47673163101910154
Man charged after MP hurt in attack,Man charged with murder in flat,0.28,0.4629100498862757,0.2819161457780808,0.0,0.0,0.0,0.0,1.6532501781652702,1.00684337777886
Nokia apologises for 'faked' ad,US waives riders for Pak aid,0.0,0.18257418583505539,0.04027583868812254,0.0,0.0,0.0,0.0,0.0,0.0
